,Unnamed: 0,Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,mileage_power_ratio
5466,5466,Toyota Fortuner 4x2 4 Speed AT,Pune,2012,125000,First,11.5,2982.0,169.0,7.0,4.78,13.5,1,0,0,1,0,0.06804733727810651
5467,5467,Maruti Baleno Zeta Automatic,Chennai,2016,35129,First,21.4,1197.0,83.1,5.0,4.78,7.0,0,0,1,1,0,0.2575210589651023
5468,5468,Hyundai Creta 1.6 SX Plus Petrol Automatic,Hyderabad,2016,22982,First,13.0,1591.0,121.3,5.0,4.78,10.95,0,0,1,1,0,0.10717230008244023
5469,5469,Hyundai i10 Sportz,Pune,2013,54500,Third,20.36,1197.0,78.9,5.0,4.78,2.95,0,0,1,0,1,0.25804816223067173
5470,5470,Tata Tigor XE Diesel,Ahmedabad,2017,16235,First,24.7,1047.0,69.0,5.0,7.15,5.5,1,0,0,0,1,0.3579710144927536
5471,5471,Skoda Superb Style 1.8 TSI AT,Kochi,2017,73641,First,14.67,1798.0,177.46,5.0,33.36,17.08,0,0,1,1,0,0.08266651639806154
5472,5472,Maruti Swift Dzire VDI,Hyderabad,2015,59572,First,26.59,1248.0,74.0,5.0,4.78,6.85,1,0,0,0,1,0.3593243243243243
5473,5473,Honda CR-V 2.0 AT,Jaipur,2014,112827,First,13.1,1997.0,141.1,5.0,4.78,10.5,0,0,1,1,0,0.09284195605953224
5474,5474,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Hyderabad,2010,118000,First,12.8,2494.0,102.0,8.0,4.78,8.75,1,0,0,0,1,0.12549019607843137
5475,5475,Honda City 1.5 V MT,Kolkata,2010,60000,First,17.0,1497.0,118.0,5.0,4.78,2.7,0,0,1,0,1,0.1440677966101695
5476,5476,Hyundai Verna VTVT 1.6 AT SX Plus,Mumbai,2012,75059,First,17.0,1591.0,121.3,5.0,13.7,4.25,0,0,1,1,0,0.14014839241549876
5477,5477,Toyota Etios 1.4 VXD,Pune,2018,3000,First,23.59,1364.0,67.04,5.0,10.63,7.9,1,0,0,0,1,0.3518794749403341
5478,5478,Skoda Superb Elegance 1.8 TSI AT,Delhi,2011,78000,Second,13.7,1798.0,157.75,5.0,4.78,4.5,0,0,1,1,0,0.08684627575277337
5479,5479,Nissan Sunny 2011-2014 Diesel XV,Kolkata,2012,47000,First,21.64,1461.0,84.8,5.0,4.78,4.0,1,0,0,0,1,0.25518867924528305
5480,5480,Honda City 1.5 V MT Exclusive,Delhi,2012,42000,First,17.0,1497.0,118.0,5.0,4.78,4.75,0,0,1,0,1,0.1440677966101695
5481,5481,Hyundai Elite i20 Diesel Asta Option,Kolkata,2018,6820,First,22.54,1396.0,88.76,5.0,4.78,7.65,1,0,0,0,1,0.2539432176656151
5482,5482,Chevrolet Optra 1.6 LT Royale,Kochi,2013,55176,Second,17.4,1599.0,104.0,5.0,4.78,3.47,0,0,1,0,1,0.1673076923076923
5483,5483,Honda Amaze S i-Vtech,Kochi,2016,39854,First,18.0,1198.0,86.7,5.0,4.78,5.64,0,0,1,0,1,0.20761245674740483
5484,5484,Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2013,24000,First,16.47,1198.0,73.9,5.0,4.78,2.95,0,0,1,0,1,0.22286874154262515
5485,5485,Maruti Swift VDI,Jaipur,2016,55000,First,22.9,1248.0,74.0,5.0,4.78,5.65,1,0,0,0,1,0.30945945945945946
5486,5486,Ford Endeavour 3.0L 4X4 AT,Kochi,2012,45840,First,11.4,2953.0,153.86,7.0,4.78,8.41,1,0,0,1,0,0.07409333160015598
5487,5487,Maruti Baleno LXI,Pune,2006,155000,Third,15.4,1590.0,94.0,5.0,4.78,0.85,0,0,1,0,1,0.16382978723404257
5488,5488,Maruti Wagon R LX,Pune,2003,125000,Second,18.9,998.0,67.1,5.0,4.78,0.8,0,0,1,0,1,0.28166915052160957
5489,5489,Volkswagen Polo 1.5 TDI Highline,Coimbatore,2014,52951,First,20.14,1498.0,88.0,5.0,10.32,5.65,1,0,0,0,1,0.22886363636363638
5490,5490,Hyundai Verna 1.6 SX VTVT (O),Kolkata,2013,49000,First,17.1,1591.0,121.3,5.0,4.78,4.5,0,0,1,0,1,0.14097279472382523
5491,5491,Maruti Ciaz ZDi Plus SHVS,Ahmedabad,2015,52000,First,28.09,1248.0,88.5,5.0,4.78,6.9,1,0,0,0,1,0.31740112994350284
5492,5492,Nissan Sunny 2011-2014 Diesel XL,Jaipur,2013,120005,First,21.64,1461.0,84.8,5.0,4.78,4.0,1,0,0,0,1,0.25518867924528305
5493,5493,Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,Mumbai,2015,33000,First,15.0,1598.0,103.52,5.0,4.78,5.6,0,0,1,0,1,0.14489953632148378
5494,5494,Maruti Eeco 7 Seater Standard,Delhi,2016,126000,First,15.1,1196.0,73.0,7.0,4.43,2.2,0,0,1,0,1,0.20684931506849313
5495,5495,Skoda Rapid Ultima 1.6 MPI Ambition Plus,Bangalore,2013,66700,First,15.0,1598.0,103.5,5.0,4.78,4.0,0,0,1,0,1,0.14492753623188406
5496,5496,Toyota Fortuner 4x4 MT,Jaipur,2014,122000,Second,12.55,2982.0,168.5,7.0,4.78,16.0,1,0,0,0,1,0.07448071216617211
5497,5497,Hyundai Creta 1.6 CRDi SX,Mumbai,2016,29000,First,19.67,1582.0,126.2,5.0,4.78,12.6,1,0,0,0,1,0.15586370839936609
5498,5498,Hyundai i20 Magna Optional 1.2,Kochi,2014,42315,First,18.5,1197.0,82.9,5.0,4.78,4.79,0,0,1,0,1,0.22316043425814233
5499,5499,Honda City i DTEC V,Kochi,2016,84580,First,26.0,1498.0,98.6,5.0,4.78,6.83,1,0,0,0,1,0.26369168356997974
5500,5500,Maruti 800 Std,Jaipur,2002,75000,First,16.1,796.0,37.0,4.0,4.78,0.51,0,0,1,0,1,0.4351351351351352
5501,5501,Ford Ikon 1.3 Flair,Pune,2006,85000,Second,13.8,1299.0,70.0,5.0,4.78,0.69,0,0,1,0,1,0.19714285714285715
5502,5502,Maruti Swift Dzire LXI,Delhi,2015,24296,First,20.85,1197.0,83.14,5.0,4.78,4.65,0,0,1,0,1,0.25078181380803466
5503,5503,Honda City 1.5 V MT Sunroof,Kolkata,2014,40000,First,16.8,1497.0,116.3,5.0,4.78,6.49,0,0,1,0,1,0.14445399828030955
5504,5504,Hyundai Verna CRDi,Chennai,2009,64514,First,16.8,1493.0,110.0,5.0,4.78,2.9,1,0,0,0,1,0.15272727272727274
5505,5505,Hyundai Verna 1.6 SX VTVT,Delhi,2016,35000,First,17.01,1591.0,121.3,5.0,4.78,7.4,0,0,1,0,1,0.14023083264633143
5506,5506,Renault KWID RXT,Bangalore,2016,41000,Second,25.17,799.0,53.3,5.0,4.78,3.25,0,0,1,0,1,0.47223264540337717
5507,5507,Maruti Wagon R LXI,Ahmedabad,2008,60123,Second,18.9,998.0,67.1,5.0,4.78,1.95,0,0,1,0,1,0.28166915052160957
5508,5508,Hyundai Grand i10 Sportz,Jaipur,2015,53000,Second,18.9,1197.0,82.0,5.0,4.78,4.0,0,0,1,0,1,0.23048780487804876
5509,5509,Hyundai i20 1.2 Asta,Delhi,2017,9000,First,18.6,1197.0,81.83,5.0,4.78,6.85,0,0,1,0,1,0.22730050103873886
5510,5510,Honda Amaze S i-Vtech,Coimbatore,2015,53497,First,18.0,1198.0,86.7,5.0,4.78,5.45,0,0,1,0,1,0.20761245674740483
5511,5511,Ford Fiesta 1.4 Duratorq ZXI,Hyderabad,2007,68000,First,17.8,1399.0,68.0,5.0,4.78,1.99,1,0,0,0,1,0.26176470588235295
5512,5512,Hyundai Verna SX CRDi AT,Hyderabad,2014,65000,First,19.08,1582.0,126.32,5.0,4.78,8.99,1,0,0,1,0,0.15104496516782773
5513,5513,Toyota Etios VD SP,Kolkata,2014,45155,First,23.59,1364.0,67.04,5.0,4.78,6.5,1,0,0,0,1,0.3518794749403341
5514,5514,Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2018,20026,First,19.0,1199.0,88.7,5.0,4.78,9.27,0,0,1,1,0,0.21420518602029312
5515,5515,Hyundai Verna 1.6 CRDi SX,Ahmedabad,2015,60000,First,23.9,1582.0,126.2,5.0,4.78,6.99,1,0,0,0,1,0.1893819334389857
5516,5516,Mercedes-Benz CLA 200 D Sport Edition,Coimbatore,2019,15976,First,17.9,2143.0,136.0,5.0,4.78,36.76,1,0,0,1,0,0.1316176470588235
5517,5517,Skoda Octavia Elegance 1.8 TSI AT,Kochi,2017,30523,First,14.7,1798.0,177.5,5.0,4.78,17.08,0,0,1,1,0,0.0828169014084507
5518,5518,Chevrolet Beat Diesel LS,Kolkata,2013,26300,First,25.44,936.0,57.6,5.0,4.78,2.8,1,0,0,0,1,0.44166666666666665
5519,5519,Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2011,66000,First,22.07,1199.0,73.9,5.0,4.78,2.49,1,0,0,0,1,0.29864682002706355
5520,5520,Maruti SX4 S Cross DDiS 200 Zeta,Jaipur,2016,70000,First,23.65,1248.0,88.5,5.0,4.78,8.85,1,0,0,0,1,0.26723163841807906
5521,5521,Honda City V MT,Ahmedabad,2011,46000,First,16.8,1497.0,116.3,5.0,4.78,4.15,0,0,1,0,1,0.14445399828030955
5522,5522,Volkswagen Vento 1.5 TDI Highline,Hyderabad,2017,28000,First,20.64,1498.0,108.5,5.0,14.2,10.0,1,0,0,0,1,0.19023041474654379
5523,5523,Hyundai Grand i10 1.2 Kappa Magna,Delhi,2017,46000,First,18.9,1197.0,81.86,5.0,6.54,4.75,0,0,1,0,1,0.23088199364769116
5524,5524,Renault KWID AMT RXL,Jaipur,2017,33000,First,24.04,999.0,67.0,5.0,4.78,3.2,0,0,1,1,0,0.3588059701492537
5525,5525,Maruti Alto 800 LXI,Kochi,2017,27718,First,22.74,796.0,47.3,5.0,4.78,3.28,0,0,1,0,1,0.4807610993657505
5526,5526,Ford Ecosport 1.5 Ti VCT MT Titanium,Bangalore,2013,58000,First,15.8,1499.0,110.0,5.0,4.78,7.5,0,0,1,0,1,0.14363636363636365
5527,5527,Maruti Baleno Zeta,Coimbatore,2018,33150,First,21.4,1197.0,83.1,5.0,8.71,7.39,0,0,1,0,1,0.2575210589651023
5528,5528,Maruti Ritz VDi,Pune,2013,77000,First,23.2,1248.0,73.94,5.0,4.78,3.65,1,0,0,0,1,0.3137679199350825
5529,5529,Mercedes-Benz E-Class 280 CDI,Chennai,2007,70000,First,11.0,2987.0,198.5,5.0,4.78,11.0,1,0,0,1,0,0.055415617128463476
5530,5530,Maruti Ritz VDi,Kolkata,2012,97000,First,23.2,1248.0,73.94,5.0,4.78,3.0,1,0,0,0,1,0.3137679199350825
5531,5531,Chevrolet Beat Diesel LT,Chennai,2012,75300,Second,25.44,936.0,57.6,5.0,4.78,2.25,1,0,0,0,1,0.44166666666666665
5532,5532,Maruti SX4 Vxi BSIV,Kochi,2010,69918,First,15.5,1586.0,103.3,5.0,4.78,2.83,0,0,1,0,1,0.15004840271055178
5533,5533,Maruti Omni 5 Seater BSIV,Coimbatore,2019,4721,First,14.0,796.0,35.0,5.0,4.78,4.11,0,0,1,0,1,0.4
5534,5534,Mitsubishi Pajero Sport Anniversary Edition,Kolkata,2014,39163,First,13.5,2477.0,178.0,7.0,4.78,14.7,1,0,0,0,1,0.07584269662921349
5535,5535,Mercedes-Benz S Class 2005 2013 S 300 L,Pune,2013,80000,First,13.0,2987.0,210.0,5.0,4.78,25.0,0,0,1,1,0,0.06190476190476191
5536,5536,Chevrolet Beat Diesel LS,Bangalore,2015,66000,First,25.44,936.0,56.3,5.0,4.78,2.35,1,0,0,0,1,0.45186500888099473
5537,5537,Ford Figo 2015-2019 1.5D Titanium MT,Coimbatore,2017,36154,Second,25.83,1498.0,99.0,5.0,4.78,6.41,1,0,0,0,1,0.26090909090909087
5538,5538,Honda City i-VTEC VX,Ahmedabad,2012,34000,First,17.4,1497.0,117.3,5.0,12.68,5.75,0,0,1,0,1,0.1483375959079284
5539,5539,Mercedes-Benz GLA Class 200 CDI SPORT,Chennai,2016,60000,Second,17.9,2143.0,136.0,5.0,4.78,17.55,1,0,0,1,0,0.1316176470588235
5540,5540,Hyundai Creta 1.4 CRDi S Plus,Jaipur,2015,32000,First,21.38,1396.0,88.7,5.0,4.78,10.25,1,0,0,0,1,0.24103720405862455
5541,5541,Ford Fiesta Classic 1.4 Duratorq CLXI,Kochi,2012,79985,First,17.8,1399.0,67.0,5.0,4.78,3.16,1,0,0,0,1,0.2656716417910448
5542,5542,Audi A4 2.0 TDI,Bangalore,2014,37600,Second,16.55,1968.0,147.51,5.0,4.78,22.5,1,0,0,1,0,0.11219578333672295
5543,5543,Hyundai i10 Magna 1.1,Kochi,2015,31965,First,19.81,1086.0,68.05,5.0,4.78,3.55,0,0,1,0,1,0.2911094783247612
5544,5544,BMW 3 Series 320i Sedan,Kochi,2010,70749,First,12.05,1995.0,154.0,5.0,4.78,9.86,0,0,1,1,0,0.07824675324675325
5545,5545,BMW 7 Series 730Ld,Chennai,2013,38000,First,16.46,2993.0,258.0,5.0,4.78,45.0,1,0,0,1,0,0.06379844961240311
5546,5546,Hyundai Verna 1.6 SX VTVT,Kochi,2017,41534,First,17.01,1591.0,121.3,5.0,4.78,7.99,0,0,1,0,1,0.14023083264633143
5547,5547,Volkswagen Ameo 1.5 TDI Comfortline AT,Jaipur,2017,54455,First,22.0,1498.0,108.495,5.0,4.78,6.5,1,0,0,1,0,0.2027743213972994
5548,5548,Chevrolet Aveo 1.4 LS,Kolkata,2007,42000,First,14.49,1399.0,92.7,5.0,4.78,0.75,0,0,1,0,1,0.1563106796116505
5549,5549,Chevrolet Cruze LTZ,Coimbatore,2018,52073,Second,18.3,1991.0,147.9,5.0,4.78,9.87,1,0,0,0,1,0.12373225152129817
5550,5550,Hyundai i20 1.4 Sportz,Kochi,2018,40175,Second,22.54,1396.0,88.73,5.0,4.78,6.36,1,0,0,0,1,0.25402907697509297
5551,5551,Honda BRV i-VTEC V CVT,Mumbai,2017,16503,First,16.0,1497.0,117.3,7.0,15.02,9.5,0,0,1,1,0,0.13640238704177324
5552,5552,Hyundai Xcent 1.2 Kappa SX,Kochi,2017,15029,First,19.1,1197.0,82.0,5.0,4.78,6.05,0,0,1,0,1,0.2329268292682927
5553,5553,Hyundai Grand i10 CRDi Sportz,Hyderabad,2015,76362,First,24.0,1120.0,70.0,5.0,4.78,5.5,1,0,0,0,1,0.34285714285714286
5554,5554,Maruti Alto LXi,Kolkata,2007,18700,Second,19.7,796.0,46.3,5.0,4.78,1.25,0,0,1,0,1,0.42548596112311016
5555,5555,Toyota Innova 2.5 VX (Diesel) 7 Seater,Coimbatore,2015,67585,First,12.99,2494.0,100.6,7.0,4.78,11.99,1,0,0,0,1,0.12912524850894633
5556,5556,Hyundai i10 Sportz 1.2 AT,Mumbai,2010,57000,Second,16.95,1197.0,78.9,5.0,4.78,2.5,0,0,1,1,0,0.21482889733840302
5557,5557,Honda City i-VTEC CVT V,Kochi,2019,22321,First,18.0,1497.0,117.3,5.0,13.4,11.66,0,0,1,1,0,0.1534526854219949
5558,5558,Maruti Zen LX,Jaipur,1998,95150,Third,17.3,993.0,60.0,5.0,4.78,0.53,0,0,1,0,1,0.28833333333333333
5559,5559,Maruti Wagon R LXI BS IV,Kolkata,2015,36428,First,20.51,998.0,67.04,5.0,4.78,3.1,0,0,1,0,1,0.305936754176611
5560,5560,Ford Figo Diesel Titanium,Hyderabad,2012,73500,Second,20.0,1399.0,68.0,5.0,4.78,2.6,1,0,0,0,1,0.29411764705882354
5561,5561,Honda Amaze S i-Vtech,Kochi,2015,47234,First,18.0,1198.0,86.7,5.0,4.78,5.09,0,0,1,0,1,0.20761245674740483
5562,5562,Hyundai Accent GLE,Hyderabad,2008,62364,First,13.2,1495.0,94.0,5.0,4.78,2.3,0,0,1,0,1,0.1404255319148936
5563,5563,Hyundai Verna 1.6 SX CRDi (O),Pune,2012,89000,First,22.32,1582.0,126.32,5.0,4.78,6.0,1,0,0,0,1,0.1766941101963268
5564,5564,Maruti Swift ZDi,Ahmedabad,2013,58653,First,25.2,1248.0,74.0,5.0,4.78,4.4,1,0,0,0,1,0.3405405405405405
5565,5565,Mercedes-Benz B Class B180,Delhi,2013,30000,Second,14.8,1595.0,120.7,5.0,4.78,11.0,0,0,1,1,0,0.12261806130903066
5566,5566,Chevrolet Cruze LTZ,Coimbatore,2014,64042,First,17.3,1998.0,163.7,5.0,4.78,5.7,1,0,0,0,1,0.1056811240073305
5567,5567,Skoda Laura Ambiente 2.0 TDI CR AT,Chennai,2013,120000,First,20.0,1968.0,138.1,5.0,4.78,6.95,1,0,0,1,0,0.14482259232440262
5568,5568,Mahindra Scorpio VLX 2WD BSIV,Hyderabad,2014,90000,First,12.05,2179.0,120.0,8.0,4.78,7.9,1,0,0,0,1,0.10041666666666667
5569,5569,BMW X1 xDrive 20d xLine,Kochi,2018,30733,First,20.68,1995.0,190.0,5.0,4.78,29.3,1,0,0,1,0,0.10884210526315789
5570,5570,Mercedes-Benz E-Class 2009-2013 E350 Petrol,Kolkata,2009,43600,First,10.93,3498.0,272.0,5.0,4.78,10.24,0,0,1,1,0,0.040183823529411765
5571,5571,Skoda Superb Elegance 1.8 TSI AT,Pune,2010,71473,Second,13.7,1798.0,157.75,5.0,4.78,5.35,0,0,1,1,0,0.08684627575277337
5572,5572,Honda Brio VX AT,Mumbai,2014,39000,Second,16.5,1198.0,86.8,5.0,4.78,3.49,0,0,1,1,0,0.19009216589861752
5573,5573,Hyundai i10 Magna 1.2,Hyderabad,2009,84045,First,20.36,1197.0,78.9,5.0,4.78,2.85,0,0,1,0,1,0.25804816223067173
5574,5574,Honda City i VTEC SV,Mumbai,2014,57004,First,17.4,1497.0,117.3,5.0,4.78,5.35,0,0,1,0,1,0.1483375959079284
5575,5575,Ford Figo Petrol ZXI,Coimbatore,2012,75464,First,15.6,1196.0,70.0,5.0,4.78,3.62,0,0,1,0,1,0.22285714285714286
5576,5576,Toyota Innova 2.5 G4 Diesel 7-seater,Hyderabad,2006,142000,First,12.8,2494.0,102.0,7.0,4.78,6.25,1,0,0,0,1,0.12549019607843137
5577,5577,Mahindra Verito 1.5 D6 BSIV,Kochi,2012,118683,Second,21.0,1461.0,64.1,5.0,4.78,3.19,1,0,0,0,1,0.327613104524181
5578,5578,Mahindra KUV 100 G80 K8 Dual Tone,Delhi,2018,42000,First,18.15,1198.0,82.0,6.0,7.96,5.5,0,0,1,0,1,0.22134146341463412
5579,5579,Hyundai i20 Sportz Option 1.2,Kochi,2019,12800,First,18.6,1197.0,81.83,5.0,4.78,7.67,0,0,1,0,1,0.22730050103873886
5580,5580,Tata New Safari EX 4x2,Jaipur,2011,80000,First,12.0,2092.0,127.0,7.0,4.78,5.5,0,0,1,0,1,0.09448818897637795
5581,5581,Maruti Swift Dzire VDi,Hyderabad,2014,76126,First,19.3,1248.0,73.9,5.0,4.78,6.6,1,0,0,0,1,0.2611637347767253
5582,5582,BMW X5 xDrive 30d M Sport,Chennai,2017,21000,Second,15.97,2993.0,258.0,5.0,4.78,55.0,1,0,0,1,0,0.06189922480620155
5583,5583,Audi A6 2011-2015 2.0 TDI Premium Plus,Pune,2013,85000,First,17.68,1968.0,174.33,5.0,4.78,21.0,1,0,0,1,0,0.10141685309470544
5584,5584,Maruti Baleno Delta 1.2,Jaipur,2017,27000,First,21.4,1197.0,83.1,5.0,4.78,4.5,0,0,1,0,1,0.2575210589651023
5585,5585,Hyundai Santa Fe 4WD AT,Coimbatore,2016,45794,First,13.01,2199.0,194.3,7.0,4.78,20.67,1,0,0,1,0,0.0669583118888317
5586,5586,Chevrolet Cruze LTZ AT,Hyderabad,2013,57352,First,14.39,1998.0,163.7,5.0,4.78,6.5,1,0,0,1,0,0.08790470372632866
5587,5587,Mercedes-Benz E-Class 2015-2017 E250 Edition E,Coimbatore,2018,41467,First,15.0,2143.0,204.0,5.0,4.78,37.98,1,0,0,1,0,0.07352941176470588
5588,5588,Hyundai Santro Xing GLS,Mumbai,2009,42000,First,17.92,1086.0,62.1,5.0,4.78,1.45,0,0,1,0,1,0.2885668276972625
5589,5589,Maruti Ciaz VDi Plus SHVS,Hyderabad,2015,67048,First,28.09,1248.0,88.5,5.0,4.78,7.9,1,0,0,0,1,0.31740112994350284
5590,5590,Honda City i-VTEC V,Kochi,2018,11732,First,17.4,1497.0,117.3,5.0,11.88,10.07,0,0,1,0,1,0.1483375959079284
5591,5591,Nissan Terrano XL Plus ICC WT20 SE,Mumbai,2016,37000,First,20.45,1461.0,83.8,5.0,4.78,6.5,1,0,0,0,1,0.24403341288782815
5592,5592,BMW 3 Series 320d Prestige,Hyderabad,2015,30000,First,18.88,1995.0,184.0,5.0,4.78,22.0,1,0,0,1,0,0.10260869565217391
5593,5593,Honda City i DTEC V,Hyderabad,2016,53000,First,26.0,1498.0,98.6,5.0,4.78,9.75,1,0,0,0,1,0.26369168356997974
5594,5594,Nissan Terrano XL Plus 85 PS,Jaipur,2014,60000,First,20.45,1461.0,83.8,5.0,4.78,6.0,1,0,0,0,1,0.24403341288782815
5595,5595,Hyundai Grand i10 CRDi Sportz,Delhi,2014,65000,First,24.0,1120.0,70.0,5.0,4.78,3.99,1,0,0,0,1,0.34285714285714286
5596,5596,Toyota Fortuner 4x2 AT,Delhi,2015,92000,First,12.55,2982.0,168.5,7.0,4.78,19.75,1,0,0,1,0,0.07448071216617211
5597,5597,Toyota Innova Crysta 2.4 VX MT,Kolkata,2017,31000,First,13.68,2393.0,147.8,7.0,21.36,16.95,1,0,0,0,1,0.09255751014884979
5598,5598,Maruti Baleno Zeta 1.2,Chennai,2017,43917,First,21.4,1197.0,83.1,5.0,4.78,6.8,0,0,1,0,1,0.2575210589651023
5599,5599,Hyundai i10 Sportz 1.1L,Pune,2013,84000,First,19.81,1086.0,68.05,5.0,4.78,2.95,0,0,1,0,1,0.2911094783247612
5600,5600,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2015,55662,First,12.07,2967.0,241.4,7.0,4.78,42.83,1,0,0,1,0,0.05
5601,5601,Volvo S60 D4 Momentum,Hyderabad,2014,51000,First,27.03,1969.0,190.0,5.0,45.67,21.5,1,0,0,1,0,0.14226315789473684
5602,5602,Honda City i VTEC V,Jaipur,2015,24398,First,17.8,1497.0,117.3,5.0,4.78,7.9,0,0,1,0,1,0.15174765558397274
5603,5603,Maruti Alto K10 2010-2014 VXI,Hyderabad,2011,78000,Second,20.92,998.0,67.1,5.0,4.78,2.3,0,0,1,0,1,0.31177347242921016
5604,5604,Honda Brio 1.2 S Option MT,Delhi,2012,40315,First,18.5,1198.0,86.8,5.0,5.92,2.75,0,0,1,0,1,0.2131336405529954
5605,5605,Mahindra Scorpio VLX 2WD AIRBAG BSIV,Jaipur,2011,83000,First,12.05,2179.0,120.0,8.0,4.78,6.71,1,0,0,0,1,0.10041666666666667
5606,5606,Renault Duster 110PS Diesel RxL AMT,Kochi,2017,58151,First,19.6,1461.0,108.45,5.0,4.78,9.6,1,0,0,1,0,0.18072844628861226
5607,5607,Hyundai Creta 1.6 CRDi SX,Kochi,2017,30519,First,19.67,1582.0,126.2,5.0,4.78,12.81,1,0,0,0,1,0.15586370839936609
5608,5608,Tata Tiago 1.2 Revotron XZ,Coimbatore,2019,20712,First,23.84,1199.0,84.0,5.0,6.59,6.94,0,0,1,0,1,0.2838095238095238
5609,5609,Mahindra XUV500 W6 2WD,Mumbai,2015,48000,First,16.0,2179.0,140.0,7.0,4.78,9.45,1,0,0,0,1,0.11428571428571428
5610,5610,Volkswagen Vento 1.5 TDI Highline,Hyderabad,2015,85000,First,20.34,1498.0,103.2,5.0,4.78,6.0,1,0,0,0,1,0.19709302325581396
5611,5611,Mercedes-Benz B Class B180,Delhi,2013,32000,First,14.8,1595.0,120.7,5.0,4.78,11.0,0,0,1,1,0,0.12261806130903066
5612,5612,Maruti SX4 Vxi BSIV,Delhi,2011,52000,First,15.5,1586.0,103.3,5.0,4.78,2.6,0,0,1,0,1,0.15004840271055178
5613,5613,Hyundai Getz GLE,Hyderabad,2007,58307,First,15.3,1341.0,83.0,5.0,4.78,1.95,0,0,1,0,1,0.18433734939759036
5614,5614,BMW 6 Series Gran Coupe,Mumbai,2013,30000,First,17.54,2993.0,313.0,4.0,4.78,45.0,1,0,0,1,0,0.05603833865814696
5615,5615,Audi A4 2.0 TDI 177 Bhp Premium Plus,Chennai,2014,40000,First,17.11,1968.0,174.33,5.0,4.78,22.0,1,0,0,1,0,0.09814719210692364
5616,5616,Hyundai i20 Asta Option 1.2,Kolkata,2015,36000,First,18.6,1197.0,81.83,5.0,4.78,4.9,0,0,1,0,1,0.22730050103873886
5617,5617,Nissan Terrano XL D Option,Kochi,2015,58817,First,19.87,1461.0,83.14,5.0,15.06,6.25,1,0,0,0,1,0.23899446716382008
5618,5618,Volkswagen Vento Konekt Diesel Highline,Chennai,2013,55000,Second,20.54,1598.0,103.6,5.0,4.78,6.1,1,0,0,0,1,0.19826254826254827
5619,5619,Hyundai i10 Sportz,Mumbai,2011,39000,First,20.36,1197.0,78.9,5.0,4.78,2.6,0,0,1,0,1,0.25804816223067173
5620,5620,Lamborghini Gallardo Coupe,Delhi,2011,6500,Third,6.4,5204.0,560.0,2.0,4.78,120.0,0,0,1,1,0,0.011428571428571429
5621,5621,Jaguar XF 3.0 Litre S Premium Luxury,Hyderabad,2012,35000,First,14.74,2993.0,270.9,5.0,4.78,29.0,1,0,0,1,0,0.05441122185308232
5622,5622,Maruti Swift Dzire VXi,Pune,2010,49900,Second,17.5,1298.0,85.8,5.0,4.78,3.3,0,0,1,0,1,0.20396270396270397
5623,5623,Tata Indica Vista Quadrajet VX,Hyderabad,2013,99500,Second,22.3,1248.0,74.0,5.0,4.78,3.05,1,0,0,0,1,0.3013513513513514
5624,5624,Hyundai i20 Asta 1.4 CRDi,Kolkata,2012,33249,First,21.27,1396.0,88.76,5.0,4.78,3.25,1,0,0,0,1,0.2396349707075259
5625,5625,Hyundai Xcent 1.2 Kappa S Option,Delhi,2014,52000,First,19.1,1197.0,81.86,5.0,4.78,3.75,0,0,1,0,1,0.23332518934766677
5626,5626,Toyota Innova 2.5 VX (Diesel) 7 Seater,Mumbai,2015,45000,First,12.99,2494.0,100.6,7.0,4.78,13.25,1,0,0,0,1,0.12912524850894633
5627,5627,Tata Tiago 1.2 Revotron XZ,Hyderabad,2017,22000,First,23.84,1199.0,84.0,5.0,6.42,4.8,0,0,1,0,1,0.2838095238095238
5628,5628,Renault KWID RXL,Kochi,2019,7858,First,25.17,799.0,53.3,5.0,4.04,3.8,0,0,1,0,1,0.47223264540337717
5629,5629,Toyota Innova 2.5 V Diesel 7-seater,Pune,2011,112000,First,12.8,2494.0,102.0,7.0,4.78,8.5,1,0,0,0,1,0.12549019607843137
5630,5630,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Coimbatore,2016,41082,First,13.0,2143.0,204.0,5.0,4.78,38.76,1,0,0,1,0,0.06372549019607843
5631,5631,Honda City 1.5 S AT,Ahmedabad,2009,72000,First,16.8,1497.0,116.4,5.0,4.78,3.2,0,0,1,1,0,0.14432989690721648
5632,5632,Hyundai i10 Sportz 1.2,Hyderabad,2011,84912,First,20.36,1197.0,78.9,5.0,4.78,3.5,0,0,1,0,1,0.25804816223067173
5633,5633,Hyundai Creta 1.6 CRDi SX Option,Pune,2015,70000,First,19.67,1582.0,126.2,5.0,4.78,12.25,1,0,0,0,1,0.15586370839936609
